SCF,y
0.918460625,50
1.108025625,26.55830753
1.068833125,25.59511524
1.020143125,24.63192294
1.13716375,23.66873065
1.194986875,22.70553836
1.26724375,21.74234606
1.2679775,20.77915377
1.3536925,19.81596147
1.34765,18.85276918
1.3996175,17.88957688
1.84953625,16.92638459
2.090214375,15.96319229
3.325719375,15
